rule_id,title,text
Rule 4,Mixed categories of areas should be declared as one of the four above,"Mixed categories of areas should be declared as one of the four above

mentioned categories by the Competent Authority and the corresponding
standards shall apply.
1
Schedule III inserted vide GSR 1063(E), dt. 26.12.89, published in the Gazette No. 643 dt. 26.12.89.
536 The Environment (Protection) Rules, 1986
1[SCHEDULE IV]
(See rule 3)
STANDARDS FOR EMISSION OF SMOKE, VAPOUR ETC. FROM MOTOR VEHICLES :
(1) Every motor vehicles shall be manufactured and maintained in such condition
and shall be so driven that smoke, visible vapour, grit, sparks, ashes, cinders or
oily substance do not emit therefrom.
(2) On and from the 1st day of March, 1990, every motor vehicle in use shall comply
with the following standards :
(a) Idling CO (Carbon monoxide) emission limit for all four wheeled petrol
driven vehicles shall not exceed 3 per cent by volume;
(b) Idling CO emission limit for all two and three wheeled petrol driven
vehicles shall not exceed 4.5 per cent by volume;
(c) Smoke density for all diesel driven vehicles shall be as follows :
Method of Test Maximum smoke density
Light Bosch units Harridge units
absorption
coefficient m-
1
(a) Full load at a speed of 60% to 70% of
maximum enginerated speed declared by
3.1 5.2 75
the manufacturer.
(b) Free acceleration 2.3 - 65
(3) On and from the 1st day of April, 1991 all petrol driven vehicles shall be so
manufactured that they comply with the mass emission standards as specified at
(4) On and from the 1st day of April, 1991, all diesel driven vehicles shall be so
manufactured that they comply with the mass emission standards based on
(5) On and from the 1st day of April, 1992, all diesel driven vehicles shall be so
manufactured that they comply with the following levels of emission under the
Indian driving cycle :-
1
Schedule IV inserted vide G.S.R. 54 (E) dt. 5.2.90 published in the Gazette No. 45 dt. 5.2.90.
The Environment (Protection) Rules, 1986 537
Mass of Carbon Mass of Hydroxy carbons Massof Nitrogen Oxides
Monoxide (CO) (HC) (NC)
Maximum, Grams per Maximum Grams per Maximum Grams per
KWH KHW KWH
14 3.5 18
(6) Each motor vehicle manufactured on and after the dates specified in paragraphs
(2), (3), (4) and (5) shall be certified by the manufacturers to tbe conforming to
the standards specified in the said paragraphs and the manufacturers shall further
certify that the components liable to effect the emission of gaseous pollutants are
so designed, constructed and assembled as to enable the vehicle, in formal use,
despite the vibration to which it may be subjected, to comply with the provisions
of the said paragraphs.
(7) Test for smoke emission level and carbon monoxide level for motor vehicles
(a) Any officer not below the ranks of a sub-inspector of police or an inspector
of motor vehicles, who has reason to believe that a motor vehicle is by
virtue of smoke emitted from it or other pollutants like carbon monoxide
emitted from it, is likely to cause environmental pollution, endangering the
health or safety of any other user of the road or the public, may direct the
driver or any person incharge of the vehicle to submit the vehicle for
undergoing a test to measure the standard of black smoke or the standard of
any of the other pollutants.
(b) The driver or any person incharge of the vehicle shall upon demand by any
officer referred to in sub-paragraph (a) submit the vehicle for testing for the
purpose of measuring the standard of smoke or the levels of other
pollutants or both.
(c) The measurement of standard of smoke shall be done with a smoke meter
of a type approved by the State Government and the measurement of other
pollutants like carbon monoxide shall be done with instruments of a type
approved by the State Government.
538 The Environment (Protection) Rules, 1986
ANNEXURE-I
(See paragraph 3)
MASS EMISSION STANDARDS FOR PETROL DRIVEN VEHICLES"
Rule 1,Type Approval Tests :,"Type Approval Tests :

Two and Three Wheeler Vehicles
Reference Mass, R (Kg) CO (g/km) HC(g/km)
1 2 3
R 150 12 8
18 (R-150) 4 (R-150)
150<R 350 12 + 8 +
200 200
R>350 30 12
Two and Three Wheeler Vehicles
Reference Mass, R (Kg) CO (g/km) HC(g/km)
1 2 3
rw 1020 14.3 2.0
1020<rw 1250 16.5 2.1
1250<rw 1470 18.8 2.1
1470<rw 1700 20.7 2.3
1700<rw 1930 22.9 2.5
1930<rw 2150 24.9 2.7
rw>2150 27.1 2.9
The Environment (Protection) Rules, 1986 539"
Rule 2,Conformity of Production tests :,"Conformity of Production tests :

Two and Three Wheeler vehicles :
Reference Mass, R (Kg) CO (g/km) HC(g/km)
1 2 3
R-150 15 10
25 (R-150) 5 (R-150)
150<R 350 15 + 10 +
200 200
R>350 40 15
Light Duty Vehicles :
Reference Mass, rw (Kg) CO (g/km) HC(g/km)
1 2 3
rw 1020 17.3 2.7
1020<rw 1250 19.7 2.7
1250<rw 1470 22.5 2.8
1470<rw 1700 24.9 3.0
1700<rw 1930 27.6 3.3
1930<rw 2150 29.9 3.5
rw>2150 32.6 3.7
For any of the pollutants referred to above of the three results obtained may exceed the
limit specified for the vehicles by not more than 10 per cent.
Explanation : Mass emission standards refers to the gm. of Pollutants emitted per Km.
run of the vehicle as determined by the chassis dynamometer test using the Indian
Driving Cycle.
540 The Environment (Protection) Rules, 1986
ANNEXURE-II
(See Paragraph 3)
BREAKDOWN OF THE OPERATING CYCLE, USED FOR THE TESTS
No. of Operation Acceleration Speed Duration of Cumulative
(m/acc2) (Km/h) each time(s)
operation(s)
1 2 3 4 5"
Rule 01,Idling - - 16 16,"Idling - - 16 16

02. Acceleration 0.65 0-14 6 22
03. Acceleration 0.56 14 22 4 26
04. Declaration -0.63 22 13 4 30"
Rule 05,Steady speed - 13 2 32,"Steady speed - 13 2 32

06. Acceleration 0.56 13 23 5 37
07. Acceleration 0.44 23 31 5 42
08. Deceleration -0.56 31 25 3 45"
Rule 09,Steady Speed - 25 4 49,"Steady Speed - 25 4 49

10. Deceleration -0.56 25 21 2 51
11. Acceleration 0.45 21 34 8 59
12. Acceleration 0.32 34 42 7 66
13. Deceleration 0.46 42 37 3 69"
Rule 14,Steady speed - 37 7 76,"Steady speed - 37 7 76

15. Deceleration -0.42 37 34 2 78
16. Acceleration 0.32 34 42 7 85
17. Deceleration -0.46 42 27 9 94
18. Deceleration -0.52 27 14 7 101
19. Deceleration -0.56 14 00 7 108
The Environment (Protection) Rules, 1986 541
ANNEXURE-III
(See Paragraph 3)
REFERENCE FUEL FOR TYPE AND PRODUCTION CONFORMITY TESTS
S. Characteristics Requirements Method of
test (ref. of P:
No.
87 Octane 93 Octane
or IS: 1448*)
1 2 3 4 5"
Rule 1,"Colour, visual Orange Red -","Colour, visual Orange Red -

2. Copper-strip corrosion for 3 hours at 50oC Not worse than No. 1 P : 15 (1968)"
Rule 3,Density at 15oC Not limited but to be P : 16 (1967),"Density at 15oC Not limited but to be P : 16 (1967)

reported"
Rule 4,Distillation : P: 18 (1967),"Distillation : P: 18 (1967)

(a) Initial boiling point Not limited but to be
reported
* methods for test for petroleum and
its products.
(b) Recovery up to 20oC percent by volume
min.
10 10
(c) Recovery upto 125oC 50 percent by
volume
50 50
(d) Recovery upto 130oC percent by volume 90 90
(e) Final boiling point, Max. 215oC 215oC
(f) Residue percent by volume Max. 2 2
5. Octane number (Research method) Max. 87 94 P : 27 (1960)
6. Oxidation stability in minutes, Min. 360 360 P : 28 (2966)
7. Residue on evaporation mg/100 ml. Max. 4.0 4.0 P : 29 (1960)
(Air-jat solvent
washed)
8. Sulphur, total, percent by weight Max. 0.25 0.20 P : 34 (1966)
9. Lead content (as Pb), g/l Max. 0.56 0.80 P : 37 (1967)
or P :38(1967)
10 Reid Vapour pressure at 38 degree C. kg/Cm3 0.70 0.70 P : 39 (1967)
Max.
542 The Environment (Protection) Rules, 1986
1ANNEXURE-IV
(See Paragraph 4)
LIMIT VALUES OF EXHAUST GAS CAPACITY APPLICABLE
FOR DIESEL DRIVEN VEHICLES
THE ENGINE TESTS AT STEADY SPEED
Nominal Flow Absorption Nominal Flow Absorption
G(l/s) Coefficient G(l/s) Coefficient
(Km-1) (K9-1)
42 2.00 120 1.20
45 1,91 125 1.17
50 1.82 130 1.15
55 1.75 135 1.31
60 1.68 140 1.11
65 1.61 145 1.09
70 1.56 150 1.07
75 1.50 155 1.05
80 1.46 160 1.04
85 1.41 165 1.02
90 1.38 170 1.01
95 1.34 175 1.00
100 1.31 180 0.99
105 1.27 185 0.97
110 1.25 190 0.96
115 1.22 195 0.95
> 200 0.93
1
Annexure IV inserted vide G.S.R. 54 (E) dt. 5.2.90 published in the Gazette no. 45 dt. 5.2.90.
The Environment (Protection) Rules, 1986 543
1[SCHEDULE V]
(See rule 12)
S. Place at which the discharge of any Authorities or Appointed under
No. environmental Pollutant in excess agencies to be
of prescribed standards occurs or is intimated
apprehended to occur
1 2 3 4"
Rule 1,Factories as defined under the,"Factories as defined under the

Factories Act, 1948
(a) ownedby CentralGovernment (i) The Atomic The Atomic Energy
and engaged in carrying out Energy Regu- Act, 1962
the purposes of the Atomic latory Board
EnergyAct;1962; (AERB)
(ii) The Ministry of
Environment
and
Forests.
(b) Factories other than those (i) The Chief The Factories Act,
mentioned in paragraph (a) Inspector of 1948
Factories
(ii) The Inspector of -do-
Factories having
local jurisdiction.
(iii) The Ministry of
Environment and
Forests"
Rule 2,Mine as defined under the Mines (i) The Controller The Mines and Minerals,"Mine as defined under the Mines (i) The Controller The Mines and Minerals

and Minerals (Regulation and General, Indian (Regulation &
Development) Act, 1957 Bureau of Mines Development)Act,1957
1
Schedule II relating to rule 12 re-numbered as Schedule V vide G.S.R. 422 (E) dated 19.05.1993, published in the
Gazette No. 174 dated 19.05.1993.
Entries relating to S.No. 2 corrected in terms of S.O. 64(E) published in Gazette No. 42 dt. 18.01.1988 and
corrigendum No. G.S.R. 434(E) dt. 07.04.1988 published in the Gazette No. 181 dt. 07.04.1988.
544 The Environment (Protection) Rules, 1986
(ii) Regional -do-
Controller of
Mines having
local jurisdiction
(iii) The Ministry of -
Environment and
Forests."
Rule 3,Port as defined under the Indian (i) Conservator of The Indian Ports,"Port as defined under the Indian (i) Conservator of The Indian Ports

Ports Act, 1908 Ports Act, 1908
(ii) The Ministry of -
Environment &
Forests"
Rule 4,Plantation as defined under the (i) The Chief The Plantations,"Plantation as defined under the (i) The Chief The Plantations

Plantations Labour Act, 1951 Inspector of Labour Act, 1951
Plantations.
(ii) The Inspector of -do-
Plantation having
local jurisdiction.
(iii) The Ministry of -
Environment &
Forests."
Rule 5,Motor Vehicles as defined under (i) State Transport The Motor Vehicles,"Motor Vehicles as defined under (i) State Transport The Motor Vehicles

the Motor Vehicles Act, 1939 Authority Act, 1939
(ii) Regional -do-
Transport
Authority having
regional
jurisdiction.
(iii) The Ministry of -
Environment &
Forests."
Rule 6,Ship as defined under the Merchant (i) Director General The Merchant,"Ship as defined under the Merchant (i) Director General The Merchant

Shipping Act, 1958 of Shipping Shipping Act, 1958
(ii) Surveyor having -do-
jurisdiction.
(iii) The Ministry of -
Environment &
Forests.
The Environment (Protection) Rules, 1986 545
1[SCHEDULE VI]
(See rule 3A)
GENERAL STANDARDS FOR DISCHARGE OF ENVIRONMENTAL
POLLUTANTS PART-A : EFFLUENTS
S. Parameter Standards
No.
Inland Public Land for Marine coastal
surface Sewers irrigation areas
water
1 2 3
(a) (b) (c) (d)"
Rule 1,Colour and odour See 6 of -- See 6 of See 6 of,"Colour and odour See 6 of -- See 6 of See 6 of

Annexure-I Annexure Annexure-I
-I"
Rule 2,Suspended solids 100 600 200 (a)For process,"Suspended solids 100 600 200 (a)For process

mg/l, Max. waste water-
100
(b)For cooling
water effluent
10 percent
above total
suspended
matter of
influent."
Rule 3,Particulate size of Shall pass 850 -- -- (a)Floatable,"Particulate size of Shall pass 850 -- -- (a)Floatable

suspended solids micron IS solids, max. 3
Sieve mm.
(b)Settleable
solids, max.
850 microns.
24. *** * -- *** --
5. pH Value 5.5 to 9.0 5.5 to 9.0 5.5 to 9.0 5.5 to 9.0"
Rule 6,Temperature shall not -- -- shall not exceed,"Temperature shall not -- -- shall not exceed

exceed 5oC 5oC above the
above the receiving water
receiving water temperature
temperature
1
Schedule VI inserted by Rule 2(d) of the Environment (Protection) Second Amendment Rules, 1993 notified
vide G.S.R. 422(E) dated 19.05.1993, published in the Gazette No. 174 dated 19.05.1993.
2
Omitted by Rule 2(d)(i) of the Environment (Protection) Third Amendment Rules, 1993 vide Notification
No.G.S.R.801(E), dated 31.12.1993.
546 The Environment (Protection) Rules, 1986
S. Parameter Standards
No.
Inland Public Land for Marine coastal
surface Sewers irrigation areas
water
1 2 3
(a) (b) (c) (d)"
Rule 7,Oil and grease 10 20 10 20,"Oil and grease 10 20 10 20

mg/l Max.
8. Total residual 1.0 -- -- 1.0
chlorin mg/l Max."
Rule 9,Ammonical 50 50 -- 50,"Ammonical 50 50 -- 50

nitrogen (as N),
mg/l Max."
Rule 10,Total Kjeldahl 100 -- -- 100,"Total Kjeldahl 100 -- -- 100

Nitrogen (asNH )
3
mg/l, Max.
11. Free ammonia (as 5.0 -- -- 5.0
NH ) mg/l, Max.
3"
Rule 12,Biochemical 30 350 100 100,"Biochemical 30 350 100 100

Oxygen demand 1[3
days at 27oC]mg/l
max."
Rule 13,Chemical Oxygen 250 -- -- 250,"Chemical Oxygen 250 -- -- 250

Demand, mg/l,
max.
14. Arsenic (as As), 0.2 0.2 0.2 0.2
mg/l, max.
15. Mercury (as Hg), 0.01 0.01 -- 0.01
mg/l, Max.
16. Lead (as Pb) mg/l, 0.1 1.0 -- 2.0
Max.
17. Cadmium (as Cd) 2.0 1.0 -- 2.0
mg/l, Max.
18. Hexavalent 0.1 2.0 -- 1.0
Chromium (as
Cr+6), mg/l max.
1
Substituted by Rule2 of the Environment (Protection) Amendment Rules, 1996 notified by G.S.R.176, dated 2.4.1996
may be read as BOD (3 days at 27oC) wherever BOD 5 days 20oC occurred.
The Environment (Protection) Rules, 1986 547
S. Parameter Standards
No.
Inland Public Land for Marine coastal
surface Sewers irrigation areas
water
1 2 3
(a) (b) (c) (d)
19. Total chromium (as 2.0 2.0 -- 2.0
Cr.) mg/l,Max.
20. Copper (as Cu) 3.0 3.0 -- 3.0
mg/l, Max.
21. Zinc (As Zn.) mg/l, 5.0 15 -- 15
Max.
22. Selenium (as Se.) 0.05 0.05 -- 0.05
mg/l, Max.
23. Nickel (as Ni) mg/l, 3.0 3.0 -- 5.0
Max.
124. * * * * * * *
1
125. * * * * * * *
126. * * * * * * *
27. Cyanide (as CN) 0.2 2.0 0.2 0.2
mg/l Max.
128. * * * * * * *
29. Fluoride (as F) mg/l 2.0 15 -- 15
Max.
30. Dissolved 5.0 -- -- --
Phosphates (as P),
mg/l Max.
231. * * * * * * *
32. Sulphide (as S) 2.0 -- -- 5.0
mg/l Max.
33. Phenoile 1.0 5.0 -- 5.0
compounds (as
C H OH) mg/l,
6 5
Max.
1
Omitted by Rule 2(d)(i) of the Environment (Protection) Third Amendment Rules, 1993 vide Notification
No.G.S.R.801(E), dated 31.12.1993.
548 The Environment (Protection) Rules, 1986
S. Parameter Standards
No.
Inland Public Land for Marine coastal
surface Sewers irrigation areas
water
1 2 3
(a) (b) (c) (d)"
Rule 34,Radioactive,"Radioactive

materials :
(a) Alpha emitter 10-7 10-7 10-8 10-7
micro curie/ml.
(b) Beta emitter 10-6 10-6 10-7 10-6
micro curie/ml.
35. Bio-assay test 90% survival of 90% 90% 90% survival of
fish after 96 survival of survival of fish after 96
hours in 100% fish after fish after hours in 100%
effluent 96 hours 96 hours effluent
in 100% in 100%
effluent effluent
36. Manganese (as 2 mg/l 2 mg/l -- 2 mg/l
Mn)
37. Iron (as Fe) 3 mg/l 3mg/l -- 3 mg/l
38. Vanadium (as V) 0.2 mg/l 0.2 mg/l -- 0.2 mg/l
39. Nitrate Nitrogen 10 mg/l -- -- 20 mg/l
140. * * * * * * *
1
Omitted by Rule 2(d)(i) of the Environment (Protection) Third Amendment Rules, 1993 vide Notification No. G.S.R.
801(E) dated 31.12.1993
The Environment (Protection) Rules, 1986 549
WASTE WATER GENERATION STANDARDS - PART-B
S.No. Industry Quantum
1. Integrated Iron & Steel 16 m3/tonne of finished steel
2. Sugar 0.4 m3/tonne of cane crushed
3. Pulp & Paper Industries
(a) Larger pulp & paper
(i)Pulp & Paper 175 m3/tonne of paper produced
(ii)Viscose Staple Fibre 150 m3/tonne of product
(iii)Viscose Filament Yarn 500 m3/tonne of product
(b) Small Pulp & Paper :
(i) Agro residue based 150 m3/tonne of paper produced
(ii) Waste paper based 50 m3/tonne of paper produced"
Rule 4,Fermentation Industries :,"Fermentation Industries :

(a) Maltry 3.5 m3/tonne of grain produced
(b) Brewery 0,.25 m3/KL of beer produced
(c) Distillery 12 m3/KL of alcohol produced"
Rule 5,CausticSoda,"CausticSoda

(a) Membrane cell process 1 m3/tonne of caustic soda produced
excluding cooling tower blowdown
(b) Mercury cell process 4 m3/tonne of caustic soda produced
(mercury bearing)
10% blowdown permitted for cooling
tower"
